,index,SMILES,atÊýÄ¿,RT,Speed,i-PrOH_proportion,Literature,Column
10212,5408,CCOC(=O)C1=C(C)OC(=O)C[C@@H]1c2ccc(F)cc2,2,13.4,0.7,0.25,10.1021/acs.orglett.7b03650,ODH
10215,5410,CC(C)c1ccc(cc1)\C=C\2CC[C@@H]2O,2,13.413,0.8,0.1,10.1021/acs.orglett.9b01514,OJH
10218,5412,COC(=O)[C@@H](CC(=O)c1ccccc1)c2cccc(F)c2,2,13.46,1,0.06,10.1002/anie.201612208,ID
10220,5414,Fc1ccc2N[C@@H](CCc2c1)c3ccccc3,2,9.35,1,0.05,10.1021/ja903547q,ODH
10223,5415,COc1cc(O)c([C@@H](CN[S](=O)(=O)c2ccc(C)cc2)C(C)=C)c(OC)c1CC=C,2,13.47,0.8,0.3,10.1021/acs.orglett.7b01136,IC
10225,5416,CN1C(=O)[C@@]2(C(=O)N(Cc3ccccc3)c4ccccc24)c5cccc(C)c15,2,13.48,1,0.3,10.1002/anie.201309967,OD
10228,5418,COc1ccc2c(c1)C(=O)N(C)[C@@]23C=CC(=C)c4ccccc34,2,13.5,0.7,0.2,10.1021/acscatal.1c05008,ASH
10230,5419,CC(C)(C)c1ccc2c(OC(=O)[C@@]2(C)C(=O)OCC=C)c1,2,13.5,0.6,0.05,10.1039/c6cc09451a,IC3
10231,5420,CCC(CC)(CC[C@@]1(C)COc2ccccc12)CC(=O)c3cccc(C)c3,2,12.1,1,0.01,10.1021/acs.orglett.1c03739,IE
10233,5421,CC(=C)[C@@H]1CN(/C(C1)=C/c2ccc(F)cc2)[S](=O)(=O)c3ccc(C)cc3,2,12.17,0.8,0.1,10.1002/anie.201605530,AD3
10235,5422,CCOC(=O)[C@]1(CCC(=N1)c2ccccc2)[C@H](OC(C)=O)\C=C\c3cccc(OC)c3,2,15,1,0.2,10.31635/ccschem.021.202101044,IC3
10238,5423,CCCCC[C@@H](C=C)c1c(C)[nH]c2ccccc12,2,13.5,1,0.01,10.1002/chem.202004613,ODH
10239,5424,COC(=O)c1ccc2[nH]cc(c2c1)[C@@](C)(c3ccccc3)c4ccc(OC)cc4O,2,15.8,1,0.1,10.1021/ja510980d,ICH
10241,5425,COc1ccccc1[C@@H]2Nc3ccccc3N(C)C2=O,2,16.4,1,0.2,10.1016/j.tet.2021.131968,ODH
10244,5426,O=C(N[C@@H]1Cc2ccccc2c3ccccc13)c4ccccc4,2,13.5,0.7,0.3,10.1021/acs.orglett.7b04060,ASH
10246,5428,CCCC[C@H]1NCc2ccc(Cl)cc2[C@H]1F,2,17.4,0.8,0.1,10.1021/acs.orglett.7b02502,IC
10249,5429,Cc1n(Cc2ccccc2)c3ccccc3c1[C@@H](C(=O)OCc4ccccc4)c5ccc6ccccc6c5,2,13.5,0.7,0.1,10.1002/anie.201504483,ASH
10250,5430,O=S1(N[C@@H](P(OCC)(OCC)=O)C2=CC=CC=C21)=O,2,28.8,0.6,0.4,10.1016/j.tetlet.2018.06.037,ASH
10253,5432,C[C@@H](NNC(=O)c1ccccc1)c2ccc(Cl)cc2,2,10.894,1,0.1,10.1002/ejoc.202100642,OJH
10255,5433,CCOC(=O)[C@@](NC(=O)OC(C)(C)C)(OCC)C#Cc1ccc(cc1)C(C)(C)C,2,22.842,1,0.1,10.1038/s41467/022/28002/7,IC3
10257,5434,CCOC(=O)[C@@H](CC(=O)C1CCCCC1)C(=C)C=O,2,11.67,0.8,0.1,10.1039/C6CC02742C,OZ3
10260,5435,CCOC(=O)C(C)(C)Oc1ccc(cc1)[S@@](=O)Cc2ccccc2,2,13.51,1,0.1,10.1021/jacs.8b00178,ADH
10262,5436,CC(=C)[C@@H]1CN(CC=C(C1)O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)[S](=O)(=O)c4ccc(C)cc4,2,13.51,0.5,0.05,10.1002/anie.201609608,IA
10264,5437,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2cccc(Cl)c2,2,13.519,0.8,0.05,10.1038/s41467/020/19807/5,IE
10266,5438,CC(C)(C)N1[C@@H](Sc2ccc(Cl)cc2)C(=O)N(C1=O)C(C)(C)C,2,13.52,1,0.01,10.1021/jacs.7b12628,ADH
10268,5440,Cc1ccc(cc1)N2N=C(C)[C@@](C\C=C\c3ccc(F)cc3)(Cc4ccccc4)C2=O,2,7.857,1,0.3,10.1021/jacs.6b08236,IA
10271,5442,Cc1ccccc1[S](=O)(=O)N2[C@@H](C=C)c3ccc(cc3N(Cc4ccccc4)C2=O)C(F)(F)F,2,11.1,1,0.3,10.1002/ange.201709681,ICH
10274,5443,C=C[C@@H]1N(S(=O)(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)=O)CCC3=C1NC4=C3C=C(OCC5=CC=CC=C5)C=C4,2,13.54,0.6,0.1,10.1002/anie.201709595,IF
10276,5444,COC(=O)[C@@H](CC(=O)c1cccc(C)c1)c2ccccc2,2,13.54,1,0.15,10.1002/anie.201612208,OJH
10278,5445,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2cccc(Br)c2,2,13.547,0.8,0.05,10.1038/s41467/020/19807/5,IE
10280,5446,O[C@@]1(C#Cc2ccccc2Br)C(=O)Nc3ccccc13,2,13.55,1,0.2,10.1021/acs.orglett.0c01486,ADH
10282,5447,CN(Cc1ccccc1)[C@@H](\C=C\C(=O)n2nc(C)c(C)c2C)c3ccc4OCOc4c3,2,13.558,1,0.02,10.1021/jacs.1c04367,IF
10284,5448,Cc1ccc(cc1)[C@@](C)(C\C=C\c2ccccc2)C=O,2,13.57,1,0.1,10.1002/anie.201408199,OJH
10286,5449,C=C[C@@H](N1CCOCC1)c2ccccc2,2,13.57,0.8,0.005,10.1021/acscatal.0c00712,OJH
10287,5450,CC(C)Cc1ccc(cc1)[C@@H](CC(C)(C)C(=O)OC(C)(C)C)C#Cc2ccccc2,2,11.96,0.5,0.005,10.1021/jacs.0c03130,ADH
10289,5451,COc1cc2CCN3CCC[C@@H]3c2cc1OC,2,8.92,1,0.2,10.1021/ja808358r,ODH
10292,5452,CC(=C)[C@@H](CN[S](=O)(=O)c1ccc(C)cc1)CC(=O)c2ccccc2,2,13.59,0.8,0.2,10.1021/jacs.6b00386,ODH
10293,5453,CC[C@@H](CC=O)c1c[nH]c2ccccc12,2,16.32,1,0.15,10.1039/C0OB00016G,ODH
10296,5454,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(C)c(C)c3,2,13.6,0.8,0.1,10.1002/ntls.10021,IE
10298,5455,O[C@@]1(C#Cc2ccc(Br)cc2)C(=O)Nc3ccccc13,2,13.6,1,0.2,10.1021/acs.orglett.0c01486,ADH
10299,5456,CC(C)(C)OC(=O)[C@]1(CCC(=N1)c2ccccc2)[C@H](\C=C\c3ccccc3)c4ccccc4,2,11.2,0.6,0.01,10.1021/acs.orglett.8b02902,ADH
10303,5459,C[C@@]1(CN(Cc2ccccc2)C(=O)c3ccccc13)C=C,2,11.3,1,0.1,10.1016/j.gresc.2021.10.006,IG
10305,5460,CCOC(=O)[C@@H](CC(=O)c1ccccc1)C(=C)C(=O)c2ccc(F)cc2,2,11.9,1,0.2,10.6023/A16070358,ADH
10307,5461,CCC(CC)(CC[C@@]1(C)COc2ccccc12)CC(=O)c3ccccc3,2,12.3,1,0.01,10.1021/acs.orglett.1c03739,IE
10309,5462,COc1ccc(cc1)[C@@H](C)c2c[nH]c3ccccc23,2,12.3,1,0.03,10.1021/ja510980d,IC
10311,5463,COC(=O)[C@@H](Cc1ccc(F)cc1)OC(=O)c2ccccc2,2,12.5,1,0.05,10.1002/adsc.201800774,IC3
10314,5464,CN(C[C@@](CSc1sc2ccc(Cl)cc2n1)(OCc3ccccc3)C=C)C(c4ccccc4)c5ccccc5,2,13.6,1,0.01,10.1002/anie.201712395,ADH
10315,5465,COc1ccc(cc1)[C@@H](C)C(=O)OC(c2ccccc2)c3ccccc3,2,13,0.5,0.02,10.1021/jacs.6b00406,IB
10317,5466,CCOC(=O)[C](C[C@@H](C)[N+]([O-])=O)=[C]=[CH]CCOC(C)=O,2,14.1,1,0.03,10.1021/ja409080v,ADH
10320,5467,C1Cc2ccccc2[C@@H]1\C=C\c3ccccc3,2,13.6,1,0.01,10.1021/jacs.2c00957,OJ3
10322,5469,COc1cccc(\C=C\C[C@@]2(CCC(=N2)c3ccccc3)C(=O)OC(C)(C)C)c1,2,15.2,1,0.05,10.1021/acs.orglett.8b02902,IC3
10326,5471,COc1ccc(CC2=CC[C@@]3(C(=O)N(C)c4ccccc34)c5ccccc25)cc1,2,13.6,0.7,0.1,10.1021/acscatal.1c05008,ADH
10329,5473,CCCCC[C@@H](C=C)n1ccc2cccc(OC)c12,2,13.6,0.5,0.001,10.1002/chem.202004613,ODH
10330,5474,Cc1ccc(cc1)[S](=O)(=O)[C@@](C)(\C=C2/OC(=O)c3ccccc23)c4ccc(F)cc4,2,16.2,0.3,0.1,10.1021/jacs.1c13384,IA
10334,5476,Fc1cc(F)c2C[C@@H](NC(=O)c3ccccc3)C(=O)Oc2c1,2,13.6,0.6,0.3,10.1002/anie.202110286,IC
10336,5478,NC1=C(C#N)[C@@H](c2ccc3OCOc3c2)c4cc5OCOc5cc4O1,2,18.2,0.7,0.3,10.1021/acs.orglett.5b03148,ODH
10340,5480,C[C@@]1(Cc2ccc3ccccc3c2)C(=O)c4cc(cc(O)c4C1=O)c5ccccc5,2,13.6,0.7,0.1,10.1002/anie.201910183,AD
10341,5481,O=C(c1sccc1)C2(SCCCS2)[C@@H](C=Cc3ccccc3)c4ccccc4,2,22.8,1,0.05,10.1021/acs.orglett.6b03161,IE
10345,5483,CC(C)(C)[C@@H]1N[S](=O)(=O)c2ccccc2C(=C1)C=Cc3cccc(F)c3,2,13.6,1.5,0.1,10.1038/s41467/018/04645/3,AD
10346,5484,CC(C)OC(=O)[C@@](C)(N)C\C=C\c1ccccc1,2,8.1,1,0.1,10.1021/jacs.7b05460,ODH
10348,5485,CC(C)OC(=O)[C@@](C)(N)C\C=C\c1ccccc1,2,8.1,1,0.1,10.1021/jacs.7b05460,ODH
10351,5486,CCOC(=O)C1=C(C)OC(=O)C[C@@H]1c2ccc(OC)cc2,2,13.6,0.7,0.25,10.1021/acs.orglett.7b03650,ODH
10353,5487,CC(=O)C(=C)[C@@H](c1ccc(cc1)C(C)(C)C)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,2,13.6,0.5,0.03,10.1021/acscatal.7b00030,IC
10355,5488,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1C,2,13.6,0.5,0.02,10.1002/anie.201107473,ODH
10357,5489,COc1ccccc1[C@@](c2[nH]c(C)cc2)(c3ccc(O)cc3)c4ccc5OCOc5c4,2,13.6,1,0.05,10.1038/s41929/020/00535/4,ICH
10358,5490,CN(C[C@@H](CSc1ccc2ccccc2n1)C#N)C(c3ccccc3)c4ccccc4,2,9.9,1,0.05,10.1002/anie.201712395,ADH
10361,5492,CC(C)(C)[S](=O)(=O)N1[C@H]2C=CCC[C@H]2C=C1c3ccc(F)cc3,2,16.648,0.8,0.2,10.1002/adsc.202000151,IE
10364,5494,CCOC(=O)[C@@](NC(=O)OC(C)(C)C)(OCC)C#Cc1ccc2ccccc2c1,2,21.948,1,0.1,10.1038/s41467/022/28002/7,IC3
10367,5495,COC(=O)c1ccc(cc1)C#C[C@@H](CC(C)(C)C(=O)OC(C)(C)C)c2ccccc2,2,13.62,1,0.01,10.1021/jacs.0c03130,IC
10368,5496,CCCCCCCCCCCC[S@@](=O)c1ccc(OC(C)(C)C(=O)OCC)cc1,2,12.61,0.5,0.1,10.1021/jacs.8b00178,ADH
10370,5497,Cc1ccc(cc1)N2N=C(C)[C@@](C\C=C\c3ccc(cc3)C(F)(F)F)(Cc4ccccc4)C2=O,2,7.482,1,0.3,10.1021/jacs.6b08236,IA
10372,5498,CCC[C@@H](CC=O)c1c[nH]c2ccc(OC)cc12,2,15.32,1,0.15,10.1039/C0OB00016G,ODH
10375,5499,Cc1ccccc1/C=C/C=C/C[C@@](C)(C=O)c2ccccc2,2,13.638,1,0.02,10.1021/acs.orglett.8b00740,ODH
10377,5500,FC(F)(F)[C@@H](CC(=O)c1ccccc1)N2N=CC=CC2=O,2,13.64,1,0.2,10.1016/j.isci.2020.101138,ADH
10379,5502,Cc1cccc(c1)[C@@H](COCc2ccccc2)C(=O)c3cccc(C)c3,2,12.44,1,0.03,10.1002/anie.201903007,IG
10384,5505,OCCCC[C@@H](O)c1ccccc1,2,13.68,1,0.1,10.1002/anie.201303011,ID
10386,5506,[O-][N+](=O)c1ccc(cc1)[C@@]2(CC#C)CC(=C)OC2=O,2,13.68,2,0.02,10.1016/j.tetlet.2020.152106,ODH
10387,5507,O[C@@H](C#Cc1ccccc1)C(F)(F)F,2,16.82,1,0.01,10.1021/acs.orglett.8b01787,ADH
10391,5510,C[C@@H](NNC(=O)c1ccccc1)c2occc2,2,10.519,1,0.1,10.1002/ejoc.202100642,OJH
10393,5511,Fc1ccc2[C@@H](CCc2c1)Cc3ccccc3,2,10.8,0.5,0.05,10.1002/chem.201604298,OJH
10395,5512,CC[C@@H](c1ccccc1)c2oc(nn2)c3ccc(OC)cc3,2,10.9,1,0.196078431,10.1002/anie.202009527,IF
10397,5513,CC[C@@H](\C=C\c1ccc2cc(OC)ccc2c1)C#CCc3ccccc3,2,11.9,0.5,0.05,10.1002/anie.202110233,ODH
10399,5514,COc1cccc(C[C@@]2(C)COc3ccccc23)c1,2,12,0.5,0.01,10.1002/anie.201907840,IA
10402,5515,CC(C)(C)c1ccc2c(OC(=O)[C@@]2(C)C(=O)OCC=C)c1,2,13.7,0.6,0.05,10.1039/C9QO01025D,IC3
10403,5516,COC(=O)[C@@](C)(N)C\C=C\c1ccccc1,2,12,1,0.1,10.1021/jacs.7b05460,ODH
10405,5517,COC(=O)[C@@](C)(N)C\C=C\c1ccccc1,2,12,1,0.1,10.1021/jacs.7b05460,ODH
10408,5518,COc1ccc2[nH]cc([C@@H](C)c3ccccc3)c2c1,2,13.7,1,0.1,10.1021/ja510980d,ADH
10410,5519,Cc1ccc2OC[C@@](C)(CC3CC3)c2c1,2,13.7,0.5,0,10.1002/anie.201907840,IA
10411,5520,CC(=O)Oc1ccc2NC(=O)[C@@]3(CCN(C3)C(=O)OC(C)(C)C)c2c1,2,12.6,1,0.1,10.1002/anie.202015175,ADH
10413,5521,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc4OCOc4c3,2,12.7,0.8,0.1,10.1002/ntls.10021,OD
10416,5522,O=[S]1(=O)N[C@@H](c2ccccc2)c3ccccc3O1,2,13.7,1,0.1,10.1039/C6CC08759K,IC3
10417,5523,COC(=O)/C=C/[C@@H](NCc1ccccc1)c2ccc(cc2)c3ccccc3,2,13,0.8,0.08,10.1021/acs.orglett.7b01904,IE
10420,5524,CC(C)(C)c1ccc2OC(=O)[C@@](C)(C(=O)OCC=C)c2c1,2,13.7,0.6,0.05,10.1039/C9QO01025D,IC3
10422,5525,CC(C)(C)c1ccc2OC(=O)[C@@](C)(C(=O)OCC=C)c2c1,2,13.7,0.67,0.05,10.1039/c6cc09451a,IC3
10424,5526,Oc1ccccc1[C@@H](OC2CCC2)c3ccccc3,2,13.7,0.5,0.01,10.1021/acs.orglett.5b03072,ODH
10425,5527,CC(C)(C)C(=O)OCC[C@@H](F)C(=O)OCCc1ccccc1,2,15.2,1,0.05,10.1002/anie.201409961,ICH
10428,5528,COc1ccc2CC[C@@](C(=O)OC(C)(C)C)(C(=O)c2c1)C(C)(C)C=C,2,13.7,0.5,0.01,10.1021/acs.orglett.8b04030,IG
10429,5529,COC(=O)[C@@H](Cc1ccc(cc1)C(C)(C)C)NC(=O)c2ccccc2OC,2,15.9,0.8,0.1,10.1002/anie.201916534,ODH
10433,5531,COc1ccccc1N2[C@@H](COC2=O)C=C,2,13.7,0.8,0.2,10.1002/chem.201405830,ODH
10435,5532,COc1ccccc1[C@@H](CO)CCl,2,13.7,1,0.05,10.1002/anie.201601844,ODH
10437,5533,Cc1ccc(C)c2OC(=O)[C@@H](Cc12)NC(=O)c3ccccc3,2,13.7,0.6,0.3,10.1002/anie.202110286,IC
10438,5534,CCO[P](=O)(OCC)[C@@]12CC(=CC(=O)N1[S](=O)(=O)c3ccccc23)C(C)C,2,18,0.4,0.3,10.1021/acs.orglett.8b02707,ADH
10443,5537,Cc1cccc(N[C@@H](CO)CCO)c1,2,13.7,1,0.1,10.1021/acs.orglett.9b01290,IC3
10445,5538,O=[S]1(=O)N[C@@H](C2=CCCCC2)c3ccccc3O1,2,13.7,1,0.1,10.1016/j.tetlet.2018.03.026,IC3
10447,5539,CC(=O)C(=C)[C@@H](c1ccc2OCCOc2c1)c3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C,2,13.7,0.5,0.1,10.1021/acscatal.7b00030,IC
10448,5540,COc1ccc(cc1OC)[C@H]2[C@H](Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C=CC2=O,2,6.4,1,0.2,10.1002/anie.201607714,ASH
10451,5541,CC(C)(C)OC(=O)N[C@@H](CCc1ccccc1)C(=O)c2ccccc2,2,13.7,1,0.05,10.1021/jacs.0c07210,IC
10453,5542,CC1(C)OCC[C@@]12C(=O)Nc3ccccc23,2,13.7,1,0.05,10.1002/anie.202015175,IC
10455,5543,COc1ccc2ccc(O)c([C@@H](CN[S](=O)(=O)c3ccc(C)cc3)C(C)=C)c2c1,2,13.71,0.8,0.2,10.1021/acs.orglett.7b01136,OZ3
10457,5544,Cc1ccc(C[C@@H](O)CC(=O)c2ccccc2)cc1,2,13.71,0.8,0.1,10.1002/anie.201912408,IA
10461,5547,OCCC[C@@H](O)c1ccccc1,2,13.72,1,0.1,10.1002/anie.201303011,ID
10462,5548,C[C@@H](NNC(=O)OCc1ccccc1)c2ccccc2,2,12.722,1,0.1,10.1002/ejoc.202100642,ADH
10465,5549,CCCCC/C=C/[C@@H](CC)c1ccccc1,2,13.74,0.3,0,10.1021/jacs.2c00957,OJ
10467,5550,COC(=O)\C=C(/C[C@@]1(C(C#N)C#N)C(=O)Nc2ccccc12)c3ccc(C)cc3,2,13.74,0.8,0.13,10.1002/chem.201406475,ADH
10468,5551,C[C@@H](NNC(=O)c1ccccc1)c2cc(F)cc(F)c2,2,12.244,0.8,0.1,10.1002/ejoc.202100642,IC3
10470,5552,COC(=O)CCC(=O)C[C@@H](CN[S](=O)(=O)c1ccc(C)cc1)C(C)=C,2,12.87,0.8,0.2,10.1021/jacs.6b00386,AD3
10472,5553,CCc1ccc(cc1)C2=NO[C@@](C)(Cc3ccccc3)C2,2,17.35,0.8,0.1,10.1002/anie.201912408,IC
10476,5555,C[C@@H](NNC(=O)c1ccccc1)c2ccc(cc2)C(F)(F)F,2,13.767,1,0.05,10.1002/anie.201909928,IC3
10477,5556,CCOC(=O)C([C@@H](C(Oc1ccc2ccccc2c1)=Nc3ccc4OCCOc4c3)c5ccccc5)C(=O)OCC,2,18.72,1,0.05,10.1021/acs.orglett.1c01792,IA
10479,5557,C[C@@](C\C=C\C=C\CCc1ccccc1)(C=O)c2ccccc2,2,16.261,1,0.01,10.6023/A18060235,ODH
10481,5558,CC(C)[C@@H]1CC(=O)c2ccccc2N1,2,12.993,0.8,0.1,10.1039/D1QO01310F,ADH
10485,5560,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccc(F)cc2)[Si](C)(C)C(C)(C)C,2,13.8,0.6,0.08,10.1021/acs.orglett.8b04073,AD
10486,5561,FC(F)(F)[C@@]1(CC(=CC(=O)O1)c2occc2)c3ccccc3,2,10.4,0.75,0.1,10.1021/ja303618z,ODH
10489,5563,COC(=O)[C@](N)(CCSC)[C@H](C=C)c1ccccc1,2,11.3,1,0.05,10.1021/jacs.8b00187,ADH
10491,5564,COC(=O)[C@](N)(CCSC)[C@H](C=C)c1ccccc1,2,11.3,1,0.05,10.1021/jacs.8b00187,ADH
10494,5565,CCOC(=O)C1=C(C)OC(=O)C[C@@H]1c2ccccc2C,2,13.8,0.7,0.05,10.1021/acs.orglett.7b03650,ODH
10495,5566,Oc1ccc(cc1)[C@@]2(CCCCC2=O)c3ccccc3F,2,11.4,1,0.1,10.1021/jacs.9b07514,ADH
10498,5567,CC(C)(C)[S](=O)(=O)N[C@@]1(C(=O)N(Cc2c(Cl)cccc2Cl)c3ccc(Br)cc13)c4ccccc4,2,13.8,0.5,0.3,10.1021/acs.orglett.5b03458,ADH
10500,5569,COC(=O)[C@@H](C)Nc1ccc(OC)cc1,2,11.8,1,0.05,10.1021/jacs.0c07210,OD
10502,5570,C[C@@]1(COc2ccc(cc12)c3ccccc3)Cc4ccccc4,2,12.1,0.5,0.01,10.1002/anie.201907840,IA
10505,5572,CC[C@@H](\C=C\C(=O)Oc1ccc(F)cc1)N2C(=O)C3C(C)C=CC(C)C3C2=O,2,12.7,0.8,0.2,10.1039/C9SC04073K,IC
10508,5573,Cc1ccccc1C[C@@]2(COc3ccccc23)Cc4ccccc4,2,13.8,0.5,0.01,10.1002/anie.201907840,IB
10509,5574,CCCCc1n(c2ccccc2c1C[C@@]3(C)COc4ccccc34)[S](=O)(=O)c5ccc(C)cc5,2,13.1,0.6,0.03,10.1002/cjoc.202100538,IA
10511,5575,CCC(CC)(CC[C@@]1(C)COc2ccc(F)cc12)CC(=O)c3ccccc3,2,13.1,0.7,0.01,10.1021/acs.orglett.1c03739,ADH
10513,5576,COc1ccc(C[C@@H]2CCC2=O)cc1,2,14.4,0.5,0.01,10.1002/CJOC.201800088,ASH
10516,5577,COc1ccccc1C[C@@]2(COc3ccccc23)Cc4ccccc4,2,13.8,0.5,0.01,10.1002/anie.201907840,IB
10517,5578,C[C@@H]1Nc2ccccc2Oc3c(Br)cccc13,2,14.7,0.8,0.03,10.1039/C1CC12263K,ODH
10520,5579,Cc1cccc2c1N(Cc3ccccc3)C(=O)[C@@]24OC(=O)c5cccc6ccn4c56,2,13.8,0.8,0.2,10.1021/acscatal.9b03163,ODH
10521,5580,O=C1N(Cc2ccccc2)c3ccccc3[C@@]14OC(=Nc5nc6ccccc6n45)c7ccccc7,2,14.7,1,0.2,10.1002/anie.202016506,IB
10523,5581,Cc1ccc(cc1)[C@@H]2CC[S](=O)(=O)C2,2,15.1,1,0.4,10.1039/C7QO00248C,OJH
10526,5582,CCCCO[C@@H](c1ccc2ccccc2c1)c3ccccc3O,2,13.8,1,0.01,10.1021/acs.orglett.5b03072,ADH
10528,5584,C[C@@]1(C(=O)Oc2ccccc2)C(=O)Oc3ccc4ccccc4c13,2,15.5,0.5,0.1,10.1039/C3CC47455K,OD
10530,5585,Cc1ccccc1C[C@@H]2Cc3ccccc3N2,2,15.7,1,0.01,10.1039/C8QO00710A,ODH
10533,5586,FC(F)(F)[C@@]1(OC(=O)c2cccc3ccn1c23)c4ccc5ccccc5c4,2,13.8,0.5,0.01,10.1021/acscatal.9b03163,ODH
10535,5587,CC[C@@H](c1ccccc1)c2sc3ccccc3n2,2,13.8,1,0.02,10.1002/anie.202009527,OJ
10536,5588,COC(=O)[C@@H](CN(Cc1ccccc1)Cc2ccccc2)Cc3ccccc3,2,16.2,0.5,0.02,10.1002/anie.201412132,IC
10539,5589,C[C@@]1(COc2ccc(Cl)cc12)CC3=CCCC3,2,13.8,0.5,0,10.1002/anie.201907840,IA
10540,5590,CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccccc2)c3ccccc3,2,17.3,0.7,0.2,10.1021/acs.joc.8b03128,ADH
10543,5591,CCCCC[C@@H](c1ccccc1)c2oc(nn2)c3ccc(OC)cc3,2,13.8,1,0.15,10.1002/anie.202009527,IF
10544,5592,Cc1cccc(c1)[C@@H]2Cc3ccccc3C(=O)C(=N2)c4ccccc4O,2,18,0.7,0.03,10.1021/acs.orglett.6b03027,ODH
10547,5593,CC(C)(C)OC(=O)N[C@@H](CO)Cc1ccccc1,2,13.8,0.8,0.08,10.1002/anie.201916534,IC3
10548,5594,O=C1CC[C@@]2(O1)C(=O)N(Cc3ccccc3)c4ccccc24,2,19.8,0.75,0.2,10.1002/chem.201501481,IA
10551,5596,COC(=O)CCNC(=O)[C@@](C)(NC(=O)c1cccc(OC)c1)C(=O)OCc2ccccc2,2,36.9,1,0.2,10.1039/D0SC00808G,ASH
10554,5597,CCOC(=O)C1=C(C)OC(=O)C[C@@H]1c2ccc(Cl)cc2,2,13.8,0.7,0.3,10.1021/acs.orglett.7b03650,ODH
10555,5598,CO[C@@H](CSc1sc2ccc(Cl)cc2n1)CN(C)c3ccccc3,2,9.1,1,0.05,10.1002/anie.201712395,ADH
10557,5599,CC(C)(C)c1ccc(C[C@@]2(C)CN(Cc3ccccc3)C(=O)c4ccccc24)cc1,2,9.8,1,0.1,10.1021/acs.orglett.1c00974,ADH
10560,5601,C[C@@](C/C=C/C=C/c1ccc(cc1)c2ccccc2)(C=O)c3ccccc3,2,15.617,1,0.05,10.6023/A18060235,OD
10563,5603,Cc1ccc(cc1)[S](=O)(=O)N2C[C@@H]3C=CCN(C(=C3C2)CCCO[Si](C)(C)C(C)(C)C)[S](=O)(=O)c4ccc(C)cc4,2,23.53,0.8,0.2,10.1021/jacs.5b01305,AD3
10567,5605,CCOC(=O)[C@@H](CC(=O)c1ccccc1)N2N=CC=CC2=O,2,13.84,1,0.3,10.1016/j.isci.2020.101138,ADH
10569,5607,CCOC(=O)[C@@H](CC(=O)c1ccccc1)N2N=CC=CC2=O,2,11.6,1,0.3,10.1016/j.isci.2020.101138,ADH
10572,5608,C[C@@]1(CC(=NN1[S](=O)(=O)c2ccc(cc2)C#N)c3ccccc3)c4ccccc4,2,13.86,1,0.4,10.1038/s41929/020/0460/y,IA
10574,5610,CC(C)N(C(C)C)C(=S)[C@@H](C)Cc1ccc(C=C)cc1,2,9.73,1,0.01,10.1002/anie.202004485,IG
10577,5611,COC(=O)[C@@H](O)c1ccc2ccccc2c1,2,13.89,1,0.1,10.1038/nchem.651,ODH
10579,5612,COC(=O)[C@@H](O)c1ccc2ccccc2c1,2,13.89,1,0.1,10.1038/nchem.651,ODH
10580,5613,COc1ccc(cc1)[C@H]2[C@H](Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C=CC2=O,2,10.2,1,0.05,10.1002/anie.201607714,ADH
10584,5616,FC(F)(F)[C@@]1(Cc2oc3ccccc3c2C(=O)O1)c4ccccc4,2,11.6,0.6,0.05,10.1002/anie.201305861,ODH
10586,5617,COc1ccccc1N2C(=O)OC[C@@]2(C=C)c3cscc3,2,12.2,1,0.25,10.1002/chem.201405830,OJH
10589,5619,C[C@@]1(COc2ccccc12)CC3CC3,2,12.7,0.75,0,10.1002/anie.201907840,IF
10591,5620,C[C@@]1(COc2ccccc12)CC#CCCCCl,2,13,0.5,0.005,10.1002/anie.201913367,IE
10594,5621,CC(C)O[C@@H](c1ccccc1)c2ccccc2O,2,13.9,1,0.01,10.1021/acs.orglett.5b03072,ADH
10596,5623,Cc1cccc(c1)[C@@H]2NCCc3ccccc23,2,14.9,0.7,0.2,10.1002/cjoc.201700634,ADH
10599,5624,Cc1cccc(c1)[C@@H]2NCCc3ccccc23,2,13.9,0.7,0.2,10.1002/cjoc.201700634,ADH
10600,5625,COc1ccc(\C=C\C[C@@]2(CCC(=N2)c3ccccc3)C(=O)OC(C)(C)C)cc1,2,14.9,1,0.05,10.1021/acs.orglett.8b02902,IC3
10603,5626,C[C@@]1(COc2ccc(cc12)C(C)(C)c3ccccc3)Cc4ccccc4,2,13.9,0.5,0.01,10.1002/anie.201806372,ODH
